1,1,https://www.kijiji.ca/v-appareil-photo-camera/ville-de-montreal/camera-crane-18ft-dolly-with-tracks/1337896102,"I sell the whole package in perfect condition.
-Supreme 4 legged dolly + Telescopic Bazooka with 100mm bowl head
-24ft Straight tracks
-180-degree semi circle tracks
Telescopic Bazooka with 100mm Head,
-18ft Film Crane with Jib Stand - Includes Five 3.5ft Sections, Centre Post, Weight Shank, Weight Closers, Jib Stand, Accessory Bag","2 500,00 $",2018-03-07T00:08:33.000Z
2,1,https://www.kijiji.ca/v-appareil-photo-camera/ville-de-montreal/appareils-photo-argentique-35mm-moyen-grand-format-selection/1322093404,"(FR)
Photo Tek Canada Tél: 514-844-1441/ 113 Mont-Royal West H2T 2S9Un grand choix d’appareils argentiques et accessoires : 35mm SLR, Moyen Format, Grand Format 4X5, 8X10. Toutes les caméras sont inspectées, vérifiées et sous garantis pour 14 jours. Nous offrons un Rabais Étudiant de 10% et un filtre offert à l'achat.Nous avons en stock film noir et blanc, film couleur, diapositive, polaroid et des équipements pour chambre noires.Photo Tek; 113, avenue Mont-Royal Ouest (coin St. Urbain), Montréal, QC, H2T 2S9. Tél: 514-844-1441Du lundi au samedi, de 11 h à 19 h
Dimanche, 12h - 17h
Metro Mont-Royal ⇒ ⇒:Bus : 11 et 97 direction Ouest au coin St. Urbain.(ENG)
We have a large selection of 35mm SLR Film Cameras, Medium Format cameras, Large Format view cameras. All cameras are inspected and verified; we offer guarantee and 10% Student Discount. Free UV/Skylight filter with purchase.We carry Black &White, Color, slide and polaroid Films, Filters, Flash, and Tripod, monopod, dark-room equipments and more.Photo Tek; 113 Mont-Royal Avenue West, Montreal, QC, H2T 2S9. Tel: 514-844-1441
Monday to Saturday, 11:00 am-7:00 pm
Sunday: 12:00 -5:00 PM
Metro Mont-Royal ⇒ ⇒: Bus: 11 or 97 direction West corner of St. Urbain.Example of what brands we have in stock;
-35 SLR: Nikon- Canon- PENTAX- MINOLTA- Olympus, FUJI, Leica, Contax, FUJICA- YASHICA- Rollei/ Rolleiflex- PRAKTIKA- ZENIT- ZEISS.-MEDIUM/ MOYEN FORMAT M.F. HASSELBLAD (6X6), MAMIYA (6X7, 645), MAMIYA UNIVERSAL, BRONICA (6X6, 645), PENTAX (6X7, 645), Rapid Omega 100 R.F.(6x7). L.F.: GRAFLEX/field camera, TOWER PRESS/field camera, TOYO, CAMBO CALUMET 4X4 & 8X10, LINHOF, DEARDORFF.
-GRAND/ LARGE FORMAT GRAFLEX, CAMBO, TOYO, LINHOF, CALUMET, DEARDORFF. -POLAROID SPECTRA/PLATINUM, FUJI PROVIA,…",Sur demande,2018-02-22T18:22:10.000Z
3,1,https://www.kijiji.ca/v-appareil-photo-camera/grand-montreal/we-buy-nous-achetons-cameras-et-objectifs-sell-vendez-cameras-lenses-nikon-leica-sony-fuji-hasselblad/c1029169,"We are buying Cameras and Lenses. Film & Digital. We pay cash. Service rapide et courtois. Appeler Solomon au 514-898-5351.Nous achetons du materiel Leica,Nikon,Canon,Panasonic, Fuji, Sony, Olympus,Hasselblad,Schneider,Rodenstock, Rolleiflex, Zeiss,Plaubel,et beaucoup plus!. Medium and Large format 4x5,8x10,11x14 cameras and lenses. Scanners. Friendly & courteous service. House calls willingly.Single items and entire collections/Estates.By Appointment only/Sur Rendez vousZuiko, Dallmeyer, Cooke, Zunow, 8x10, 11x14, Summicron, Summarit, Summilux, Noctilux, Nokton, Heliar, Apo-Lanthar, M240,M9,M3,M2,M6,M7,M8, M-P, Planar, Sonnar,Distagon, Biogon, Tessar,Plaubel, Bessa Voigtlander, Angulon, Exakta, contax, Rangefinder, 4x5, ULF brass lenses, Leitz, Berthiot, Nikkor, Switar, Movie cameras, lenses, Minolta,Rokkor, Mamiya, Folmer & Schwing, Kiev, M10,Q,8x20,12x20,16x20, bellows, Graflex,Biotar,jupiter,Xpan,",Please Contact,Impossible
4,1,https://www.kijiji.ca/v-appareil-photo-camera/ville-de-montreal/canon-ef-24mm-f-1-4l-ii-usm-prime-lens/1339109152,"Lens bought two months ago, in perfect condition comes with 3 years warranty. Comes with hood.Objectif acheté il y a 2 mois, en parfaite condition (garantie de 3 ans).Merci,Thanks,Francesca","1 550,00 $",2018-03-12T12:54:30.000Z
5,1,https://www.kijiji.ca/v-appareil-photo-camera/ville-de-montreal/achat-vente-appareil-photo-35mm-moyen-format-leica-hasselblad/1314596164,"Bonjour nous sommes le Studio Argentique.Nous achetons et vendons tous types d'appareil argentique et d'objectif, du 35mm au grand format. Les Polaroid et le materiel de chambre noire aussi.Nous avons une vaste sélection de film, chimie, papier et accessoire en vente dans notre boutique.Nous somme situé au 355 rue Rachel E, dans l'arrondissement du Plateau Mont-Royal.Nous pouvons nous déplacer chez vous pour les gros lot de matériel !Nous développons les films NB et couleur, vous pouvez nous les envoyer par la poste.Merci d'avance
--------------------------------------Hi we are le Studio Argentique.We buy and sell all type of analog camera and lens, from 35mm to large format.We have a good selection of film, chemistry, paper and accessory on sale in ou shop.We are located on 355 Rachel East, on the Plateau Mont-Royal.We can easily move to your location.We also develop film, you can send it by mail.
Many thanksNikon , Canon , Pentax, Minolta , Leica, Hasselblad, Bronica, Lomography , Polaroid, Miranda, Contax, Ricoh, Yashica, Fuji, Voigtlander, Konica, Olympus ...",Sur demande,25 janvier 2018 17:45
6,1,https://www.kijiji.ca/v-appareil-photo-camera/grand-montreal/canon-16-35mm-f2-8-mark-iii-brand-new-with-full-canon-warranty/c1203606,"Brand new, in never open box @ Pratt ImageWhat is the advantage of purchasing @ Pratt Image?We take trade-ins + we pay very high + only pay tax on the difference.For example, you purchase the Canon 16-35mm @ 2750, trade-in value @ 2000, you only pay tax on 750.+ friendly service+ free parking.Try us out!Pratt Image @ 5805 Decarie Blvd H3W 3C9Please call us @ 514-738-0119 or 514-886-9333.","$2,750.00",Impossible
7,1,https://www.kijiji.ca/v-appareil-photo-camera/ville-de-montreal/panasonic-ag-dvx100p-pro-3-ccd-camcorder-leica-dicomar-mini-dv-p/1327236529,"panasonic ag-dvx100p Pro 3-CCD Camcorder Leica Dicomar mini dv professional 514-815-3616 1000+ voip phones cisco mitel polycom snom nortel avaya aastra toshiba plantronics hands free sets bluetooth cs540 etc polycom conference
1000 cisco routers switches firewalls instock ccna labs also hp nortel avaya 3com EVERYTHING in NETWORKING : racks rm console cables kvm over IP ethernet cables cat 6+ patch panels mimo antennas waps ip camms rm ups rm pdu quad gig pcie nics injectors
Repair and Service Apple pc printers monitors tv laptop … free estimate gratuit ...
500 servers in stock hp proliant dell ibm
...server 2 x 5345 (8 cores) 2.33 ghz 8 x 300 gig $240
hundreds of servers proliant generation 5 to g8 dell ibm
apple mac dual core 1.8 3 gig 160 gig 50+ mac in stock
mprimainte laser $25 color laser $99 mfc $99 300+ hp lasers en stock lexmark aussi + pieces reparations jetdirect $30POS point of sale station $199 barcode gun $35 ps2 usb wifi bluetooth barcode printer $79 symbol zebra motorola 500 + barcode guns and printers in stock
epson and bixolon receipt printers
Panasonic lcd projector PT-F300U 4000 Lumen 1080p eth h+v lens shift $5k new home theater $299
benq mx850ust ultra short throw multimedia projector 1080p hdmi $200500 cell phones in stock camera $20 blackberry$25 motorola dual core 16 gig android w hdmi $50 samsung $40
Laptop p4 $50 laptop dual core $79 MAC laptop $50
nec lcd projector (home theater ) $60 200 lcd projectors en stock sony dell hp hitachi nec panasonic …
apple iMac intel $99 Mac Pro 8 core 16 gig 500g $399
écran lcd 17 $20 19 $30 22 $70 24 $95 écran touchscreen $99 lcd TV 40 inch $220dual core PC 2g 160g c2d $40 8 core 8 gig dvdrw 500g $199
500 VOIP phones en stock cisco $20 avaya nortel polycom soundpoint 301 $30 polycom soundpoint 601 $80 polycom sound station conference room phone $99 (30 units) cisco poe injectors NEW $15 24 port gig switch $80 42u rack
22 lcd $50 c2d laptop $80 i6 $150 i7 $299 24port POE Cisco $80 poe injector $10 rm console $150 cisco voip phones $20 Polycom conference $99 ata $25 8 coree server 16 gig$150 48 core $999 42u rack $300 dual intel pro pcie $20 quad $50 1.5 kva ups $50 3kva 5kv 20kva ... ethernet kvmcat6 cables $2 sap cables scsi cables cisco stacking cables console cables 100,000 cables snd power adapters in stock
Lenovo ibm hp Toshiba Panasonic laptop adapters $20
hp laser printers and multifunction from $30APC Automatic Transfer PDU Switch AP7750A 120V 12A many units $150
APC AP7862 Rack PDU Metered ZeroU 5.7kW 208V 3PH 120V (42)5-20 $200
APC AP7831 Metered Rack PDU ZeroU 15A 120V (16) 5-15 Outlets & Cable Retention $120
APC AP9570 Rack Power Distribution Unit PDU 30A 208V Rackmount 4x C19 L6-30P $200I have MANY of the above also have many app smart ups and app symmetra ups and battery backup systemshp dl 585 g7 yes the 4 12 core cpus are installed it boots with 48 cores and 64 Gig 16x4 gig installed and additional 32 empty slots
48 mem slots totalsymbol ps2 barcode gun$50 usb $80 bluetooth $150 wifi color touchsrceen barcode gun with camera $180 ($2k new) 4 inch barcode printerter $80 with ethernet $150 touchscreen lcd monitor $99 thermal epson receipt printer $99 i have most zebra eltron tec citizen barcode printers in stock
92283/8 $25 dvd rw $15 8 port gig hp procurve switch $40 1 gig ddr $7 cable rj45 $3 video $5 usb $2 parallel $5 dvi $5 réparations - imprimante - système - portatif -écran ...
Procurve 5406 120 gig POE $1400 cisco 2960 48 port $70 asa-5505 $170 24 port POE $99 cisco voip phones $40 polycom $30 NEW poe injectors $15 HP dl380g6 $350 1.5 kva ups $50 cat 5e patch panel $25 usb barcode $50
psion 7535 g2 $250 (blue wifi touch win colour barcode rfid ) motorola mc9090
cisco ws-c3750g-48ps-s vo8 48port poe gig l3 $600
24 port cat 6+ patch panels NEW $40 48 port NEW $80 MANY
ibm 1812-81a SAN 16x 300g 15k 4 x 4gig dual switch dual power + rack mount kit $390 6 units
400+ thin clients hp t5740... $50 $100NEW in box
rackmount console $150 rackmount kvm $90 3kva ups 2u $199 5kva $350 8 kva $450 pdu$30 kvm with ethernet
dot matrix printers : okidata fujitsu epson ibm genicom $99laser printers: hp 4515x 62 ppm workgroup laser $300 P3015DN $250 1160 $99
color laserjet 4700 0 color laserjet 2605 $99 color laserjet 5550 11x17 $490mac min c2d 1.86 4 160g $200
mac pro 3.1 8 core 2.8 32gig 500g el capitan! 10.11 $580
macbook pro 2.2 4 gig 15.4 c2d 2.33 $280 aluminum
macbook dualcore 2 ghz 2g webcamm $180 white plasticsilver iMacs running el capitan 21.5 inch c2d 3.06 ghz 4gig 500gig $400hackinktosh running el capitan 8cores 2.33 16 gig $300 with 32 gig $370
Repair and Service Apple pc printers monitors tv laptop … free estimate gratuit ...
we carry HP DL140 G3 ,HP DL160 G6 , HP DL180 G6 ,
HP DL360 G5 , HP DL360 G6 , HP DL360 G7 , DL360e G8 ,
HP DL380 G5 , HP DL380 G6 , DL380 G7 , DL380 G8 ,
HP DL580 G7 ,
HP Z400 , HP Z420 , HP Z600 , HP Z800 ,
IBM X3200 M2 , IBM X3620 M3 ,
IBM X3650 M1 , IBM X3650 M2 , IBM X3650 M3 ,
Dell 1950 , Dell 2950 ,
Dell 490 , Dell T3600 , Dell T5500 ,
Dell R310 ,
Dell R510 , Dell R520 ,
Dell R610 , Dell T610 , Dell R620
Dell R710 , Dell T710 , Dell R720 ,
Dell R810 , Dell R820 ,
Processor , RAM and Hard Drive Customization is available
dot matrix printers : okidata fujitsu epson ibm genicom $99
laser printer : lexmark hp complete units parts optional duplexors trays jetdirect fuser etc
POS: epson receipt printers symbol barcode guns
zebra tec sato eltron intermec barcode printers and parts
lucid adat 88192 $700 and 8824 $300 also yamaha pm-3000c mixer peavey pc1600x midi command peavey 900 mixer peavey kb-100 yorkville elite 400w pole mount speakers bose 802 series ii $600
Peavey PA-900 Professional Mixer Amplifier ton of vintage audio
Soundcraft Spirit ProTracker 8ch mic/line mixer made in england i have 3 of these and they can be daisy chained to give you 24 tracks
security cameras ip cameras ptz night camera dvr 900+ CAMERAS
also have dvr pelco camera enclosures outdoor cameras on an arm
broadcast cameras and manfrotto tripods and video editing equipment video switchersmanfrotto 116 mk3 100mm fluid head tripod with 350 with stage legsstage / dj lights :
——————
37 units lumenpulse log-120-24-rgb-1ft-30x60-si lumenfacade $60
80 units lumenpulse led wall washer $4000 each new my price $200
————36 led rub l1240*w76*h163 (4 foot)
https://www.villalighting.com/searchPage.action?keyWord=lumenfacade&srchTyp=0&gallery=0&resultPage=9&pageNo=54PROJECTORS:
——————1 Proxima DP9290 TFT LCD Projector • 3500 lumens
10 Proxima C445+ LCD Projectors 4000 lumens hdmi
• 9 Infocus IN5102 LCD Projectors 4000 lumens• Projection Design F3 Multimedia Projector • 5500 lumen
25.6 mm -33.2 mm HUGH LENS looks like short throw 2 ea Nec Multimedia Projector •
• 1 ea Extron Digital Video Scaler •
• 2 ea Sony PMV-8045Q Monitor •
• 1 ea Black Box Video Converter
• 1 ea Samsung SV3000 Video Recorder
• 3 ea Extron SW Switchers MACXI VGAXI
• 2 ea SW2ARHVXI Extron A/B Switcher
• 2 ea Panasonic DVD Recorder
• 3 ea Extron SW4 Switchers VGARS •
• 1 ea Extron Interfacing Switching and Distribution DEV
• 7 ea Extron Amplifier Consoles
• 7 ea Extron Analog Interface
• 1 ea Extron Interface Controller
• 12 ea Extron Controller MTPR AV RCA
• 3 ea Kramer Video/Audio Line Transmitter
• 1 ea Kramer Video/Audio Line Receiver
• 1 ea Extron Interfacing Switching and Distribution DEV •
• 1 ea Extron AMP
• 1 ea Extron SC210
• 3 ea Extron Video Amplifier ADA 4 300MX
• 1 ea Extron ADA Z-300HV
• 2 ea Black Box Video Converter
• 3 ea Extron SW Switchers VGAXI MACXI Extron
• 2 ea Extron SW Switchers SERIES AR MAC VGA AR MX •
• 6 ea Extron Amplifier Console
hp laserjet m4345mfp Multifunction Printer
hp laserjet m4555mfp Multifunction Printer
hp color laserjet 700 mfp m775 Multifunction Printerho color laserjet cp5225
ho color laserjet cp3525n
HP Color LaserJet CM2320nf Multifunction Printer
hp 3027x mfp
hp m3035xs mfp
hp laser jet pro mop m521dn new in box
hp laserjet p4015x
hp laserjet p4014x
hp laserjet pro 400
cp3035n
hp color laserjet 3800Tektronix 2235 2ch 100mhz oscilloscope + 2236 TDS410A portable 2ch 200mhz oscilloscope scopemeter hakko 470b solder / desolder rework station hakko 472 solder / desolder rework station fcr2000 solder / desolder rework station
Air-Vac Vacuum Transducer Pump Solder Desoldering Base Station Model DVM4ESS $100 each also have hakko 936 $100
haVE ALL TYPES OF TEST EQUIPMENT AND SURPLUS LAB EQUIPMENT
okidata microline 320 turbo dat matrix printer 100+ okidata
okidata microline 321 turbo okidata 421 turbo okidata 420 turbo 182 184 390 391 393 395 and pacemark 3410
CISCO uBR-RFSW-3X10 RF Switch w/10xUP, 3xDown Cards
Cisco RFGW-1-D DC RF Gateway Universal Edge QAM EQAM, Octal, 96Ch, 2 DATA/DTI
rfgw-x45-sup7-e
rfgw-ds384
ubr-rfsw-3x10 v02
CISCO uBR-RFSW-3X10 v02 RF Switch w/10xUP, 3xDown Cards 2 units
Cisco RFGW-1-D DC RF Gateway Universal Edge QAM EQAM, Octal, 96Ch, 2 DATA/DTI
rfgw-x45-sup7-e
rfgw-ds384 2 units
10000-sip-600 2 units
spa-ubr10-ds-hd 2 units
spa-5x1ge-v2
spa-24xds-sfp 3units
n7k-m132xp-12
shoretel ip 230 shoretel ip 655 aastra 6739i more than 1000 voip
bosch panasonic samsung dvr digital video recorder with ethernet
pcie gigabit nic dual $20 quad port gigabit ethernet card $49
NVIDIA Quadro 4000 2GB GDDR5 CUDA Video Card for Apple Mac Pro
patch panel 24 port $20 48 port $40 welkin cat 5e 6 g6+ 10gx ...
hp designjet 3000 54 inch inkjet plotter with winder + ethernet
ibm san storage are network nas 16 x 300g 15k dual power + logic $399
dual monitor stand $60 quad monitor stand $120 50 foot hdmi $40
avid nitris HD video editing miranda grass valley black magic
fujitsu dotmatrix dl2300 dl3400 dl3450 dl3600 dl3700 dl3800 pro
fujitsu dl4600 dl5600 dl5800 dl6400 dl6600 pro dl3850 dl3750
okidata microline 321 turbo okidata 421 turbo okidata 420 turbo 182 184 390 391 393 okidata microline 395 and pacemark 3410
epson dfx5000+ dfx8000 dfx8500 dfx-5000 lq2170 fx980 tm-t88v epson receipt printer tm-220u kitchen printer
tec sx4 rfid ready with ethernet
Zebra 110Xi4 Thermal USB Ethernet LAN Serial Label Printer
Cisco CP-9971-C-K9 6 Line Color Touchscreen sip +webcam
Pair Of Smart Technologies SmartBoard SBA-L RCA or USB amplified speakers $80 for a pair
Bose weatherproof speakers black BOSE 302A-B (pair) i have 2 pairs of these $299
nht series ii speakers 200 watt each double driver$199
technics sb-a28 PAIR 3 way speakers i have 2 pair $199KEF c20 100w 8 OHM MADE IN ENGLAND 1 pair $150
bose 802 series ii PAIR 10 speakers total $600
pinhole security cameras dome cameras dvr and pelco enclosures$2200 for each ultrasound including probesssa-350a	toshtascam dm24 24 track digital mixing board pc /mac compatible 514-815-3616 The DM-24 digital mixer is a revolutionary digital console, providing unprecedented capability and cost effectiveness in a single package. With its state of the art mixing engine, world class built-in automation, industry leading effects algorithms, double-stage dynamics capability, and 24-bit/96kHz high resolution capability, the DM-24 proves capable for a wide range of live performance and studio settings.
First, the DM-24 can interface with just about anything you can throw at it. It has 16 mic/line inputs - enough for many tracking sessions and medium sized live productions. Plus, with 3 TDIF ports, an ADAT Lightpipe port, and 2 SPDIF and AES/EBU ports, you'll have all the digital I/O formats covered. Two option slots on the rear accept option cards for other formats. All told, you can run up to 60 inputs on mixdown!
Signal Processing is bulked up. Channels 1-16 offer double stage dynamics, with separate compressors and expanders running simultaneously. Channels 17-32 offer compression on each channel. This extensive dynamic control makes the mix clear and more manageable.
The DM-24 also has stereo effects processors built in, allowing you to run two simultaneous stereo effects. These are far more than just convenience effects. TASCAM's own line of effects is supported with mic and speaker modeling processes from Antares as well as reverb processing from TC Works.
When it comes to controlling the mix, the DM-24 is easy. The channel pod in the upper left corner of the mixer offers quick access to the essential functions like EQ, aux, pan and bus assignments. Touch sensitive faders and full-function built-in automation make this mixer a natural for studio, or rehearsed live production applications. Even the off-the-cuff performances can be helped with some simple mixer snapshots from the sound check to use as a starting point for various songs.
The DM-24 also offers a wide variety of control over external devices. The DM-24 includes Sony P2, DTRS Sync, MMC, and MTC generation capabilities, allowing you to control external multitracks or DAWs easily. A flexible GPI (General Purpose Interface) offers 8 relays that can be triggered from a number of events. Plus, the DM-24 offers layers of MIDI controllers and a HUI emulation mode for DAW control.
The best part about this mixer is that it will grow with you. If you need 24 bit / 96kHz performance at some point, the DM-24 can offer a 16 channel mode for true 24/96 performance. If you need more channels, two DM-24s can be cascaded with IF-CS/DM cards for seamless integration of the two mixers aux sends, busses and master mix.tascam 124av professional audio recording deck.tascam m1600 professional audio mixing board
Peavey PA-900 Professional Mixer Amplifier
yamaha pm-3000c huge studio audio mixing board 6 foot
Digidesign 888/24 I/O Audio Interface MH068
peavey pc1600x midi command
peavey kb-100
yorkville elite 400w polemountspeakers
Soundcraft Spirit ProTracker 8ch mic/line mixer made in england. 3 units","199,00 $",2018-03-13T22:47:24.000Z
8,1,https://www.kijiji.ca/v-appareil-photo-camera/ville-de-montreal/canon-80d-18-135mm-stm-lens-brand-new-including-tax/c1142981,"Brand new camera, in box with Canadian warranty. Comes with newest 18-135mm lens.We can sell the body only too if needed.All never taken out of the box.We are authorized Canon dealers.Why purchase @ Pratt Image?1) We take trades-in and pay  above market prices for your pre-owned equipment.All for 1799.99  TAX INCLUDED.2) Friendly and professional  service3) Free parking.Please call us @ 514-738-0119 or 514-886-9333 Ask for Michael Pratt Image @ 5805 Decarie Blvd","$1,799.99",Impossible
9,1,https://www.kijiji.ca/v-appareil-photo-camera/grand-montreal/we-buy-nous-achetons-cameras-et-objectifs-sell-vendez-cameras-lenses-nikon-leica-sony-fuji-hasselblad/c1029169,"We are buying Cameras and Lenses. Film & Digital. We pay cash. Service rapide et courtois. Appeler Solomon au 514-898-5351.Nous achetons du materiel Leica,Nikon,Canon,Panasonic, Fuji, Sony, Olympus,Hasselblad,Schneider,Rodenstock, Rolleiflex, Zeiss,Plaubel,et beaucoup plus!. Medium and Large format 4x5,8x10,11x14 cameras and lenses. Scanners. Friendly & courteous service. House calls willingly.Single items and entire collections/Estates.By Appointment only/Sur Rendez vousZuiko, Dallmeyer, Cooke, Zunow, 8x10, 11x14, Summicron, Summarit, Summilux, Noctilux, Nokton, Heliar, Apo-Lanthar, M240,M9,M3,M2,M6,M7,M8, M-P, Planar, Sonnar,Distagon, Biogon, Tessar,Plaubel, Bessa Voigtlander, Angulon, Exakta, contax, Rangefinder, 4x5, ULF brass lenses, Leitz, Berthiot, Nikkor, Switar, Movie cameras, lenses, Minolta,Rokkor, Mamiya, Folmer & Schwing, Kiev, M10,Q,8x20,12x20,16x20, bellows, Graflex,Biotar,jupiter,Xpan,",Please Contact,Impossible
10,1,https://www.kijiji.ca/v-appareil-photo-camera/ville-de-montreal/nikon-d3200-extra-lense-55-200mm/1339494698,"Bonjour je vends ma Nikon. Je ne m’en sers plus.
En parfait état.
Contactez-moi pour photos.","450,00 $",2018-03-13T22:42:38.000Z
